id	name	type
17543855	Prouisione nuouamente fatta sopra l'apostille, cancellature, rasure, rastiature, & in qual forma si deuino descriuere le somme, quantita, tempi, & numeri dentro al corpo de gli instrumenti : con la moderatione sopra delle nudita de'contratti fatti,  et che si fanno fuori del felice dominio di Fiorenza, non rimessi ne i tempi debiti nell'archiuio, et altre particolari prouisioni concernente quelle, et i notai›Provisione nvovamente fatta sopra l'apostille, cancellatvre, rasure, rastiature, & in qual forma si deuino descriuere le somme, quantita, tempi, & numeri dentro al corpo de gli instrumenti›Provisione nuovamente fatta sopra l'apostille, cancellature, rasure, rastiature, & in qual forma si devino descrivere le somme, quantita, tempi, & numeri dentro al corpo de gli instrumenti	Edition
31251692	Lorenzo Bellini	Person
11849639	In difesa della lingva fiorentina, et di Dante	Edition
21198845	Nella stamperia di G. Marescotti	Publisher
34656718	Giuseppe Avanzini	Person
20630982	Nella stamperia di Bartolomeo Sermartelli.	Publisher
23909070	Appresso Pietro Gaetano Viviani ...	Publisher
34657125	18th cent Giovanni Domenico Civinini	Person
20762124	Lorenzo Torrentino	Publisher
27579695	Appresso gli Academici augusti	Publisher
10016082	Memorie istoriche della miracolosa immagine di Marie Vergine dell'Impreunta	Edition
20501869	For William Ponsonbie	Publisher
11327042	Formulario toscano ad uso dei notari del gran-ducato : compilato per ordine del governo	Edition
27580037	Appresso Giorgio Mareseoti	Publisher
27580047	Par Iaques Keruer ...	Publisher
27580374	Per Filippo Giunti	Publisher
37885892	Diego de Franchi	Person
23648748	Lorenzo Torrentino a. 9. d'ottobre	Publisher
23649226	Appresso Pietro Farri	Publisher
35415631	Jacopo Maria Paoletti	Person
20767065	Per gl' Eredi d'Antonio Pisarri	Publisher
25044467	Appresso Cristofano Marescotti	Publisher
17622030	Physico-mechanical experiments on various subjects›Esperienze fisico-meccaniche sopra vari soggetti : contenenti un racconto di diversi stupendi fenomeni intorno la luce e l'elettricita producibile dallo strosinamento de' corpi, con molte altre notabili apparenze non mai prima osservate : colle spiegazioni di tutte le macchine›Esperienze fisico-meccaniche	Edition
27059500	Per li Giunti di Firenze	Publisher
15526167	Il giudice criminalista	Edition
15039575	Indulto et decreto gratioso concesso dal sereniss. gran duca di Toscana, N.S., nella natiuità del serenissimo principe suo figliuolo : publicato il dì 29 di maggio 1577	Edition
17885892	Historia del patriarcha S. Giovangualberto primo abbate & institutore del monastico ordine di Vallombrosa›Historia del patriarcha S. Giovangvalberto primo abbate I institutore del monastico ordine di Vallombrosa›Historia di san Giovangualberto divisa in XII libri	Edition
27585444	Appresso Lorenzo Torrentino	Publisher
27585772	Nella stamperi dei Giunti	Publisher
29239239	Appresso Anton-Giuseppe Pagani librajo dalle scalere di badia	Publisher
39383735	Adamo Fabbroni	Person
16350684	Prouisione fatta per causa delle visite delli spedali dello stato del serenissimo gran duca di Toscana : publicato l'anno MDLXXV›Provisione fatta per causa delle visite delli spedali dello stato del serenissimo gran duca di Toscana	Edition
35451933	Antonio Maria Cospi	Person
27492027	Per Bartholomeo Zanetti Casterzagense	Publisher
27543859	Nella Stàmperia di S. A. S. per il Vangelisti e Matini	Publisher
31259154	Accademia della Crusca	Person
20249301	per Néri Dorteláta	Publisher
16438426	Addizzione alla legge del 1627 sopra lo squittino annuale de giudici e notai che vanno in offizio per lo Stato e Dominio fiorentino : pubblicata il dì 21 di nouembre 1626 i.e. 1629, con alcune altre addizzioni à detta legge, & dichiarazioni che già eron state fatte dalla clariss. Pratica	Edition
27589537	Pe'l Constantini stamp. camer.	Publisher
18153543	L'Etruria pittrice; ovvero, Storia della pittura toscana, dedotta dai suoi monumenti che si esibiscono in stampa dal secolo X. fino al presente	Edition
27492602	Presso Giuseppe Tofani ...	Publisher
