source	target
19213062	139242
19213063	9187577
19213064	108
19213065	411143
19213066	6778
19213222	436430
19213223	108
19213224	384938
19213225	454
19213226	604
19213227	604
19213228	384938
19213229	95199
19213384	95199
19213385	8028
19213386	436430
19213387	23384
19213388	17234
19213389	108
19213390	139242
19213391	129
19213552	384938
19213553	384938
19213554	411143
19213555	436430
19213556	2614336
19213557	0
19213558	436430
19213559	604
19213716	604
19213717	604
19213718	129
19213719	454
19213720	1
19213721	9177612
19213722	1
19213723	23384
19213724	9187577
19213725	0
19213726	129
19213727	129
19213890	129
19213891	7
19213892	6778
19213894	6778
19213895	0
19213897	384938
19214054	139242
19214055	4586398
19214056	0
19214057	8028
19214058	129
19214059	202496
19214060	2614336
19214061	436430
19214062	1
19214063	139242
19214064	2
19214215	9214215
19214216	7
19214217	39
19214218	1
19214219	1
19214220	129
19214221	7431
19214222	7
19214223	436430
19214224	129
19214383	8089
19214384	436430
19214385	129
19214386	384938
19214387	95199
19214388	604
19214389	384938
19214390	139242
19214544	8225
19214545	384938
19214546	2614336
19214547	436430
19214548	384938
19214549	436430
19214550	436430
19214551	436430
19214710	384938
19214711	6
19214713	6778
19214714	1
19214715	436430
19214869	7814
19214870	108
19214871	384938
19214872	384938
19214873	109574
19214874	2614336
19214875	7
19214876	0
19214877	8225
19214878	1031346
19215039	129
19215040	23
19215041	7
19215042	129
19215043	129
19215044	129
19215045	129
19215046	275
19215047	0
19215201	384938
19215202	604
19215203	384938
19215204	384938
19215205	7814
19215206	4846637
19215207	8089
19215368	139242
19215369	93143
19215370	436430
19215371	384938
19215372	108
19215373	7
19215539	436430
19215540	384938
19215541	384938
19215542	436430
19215543	384938
19215544	384938
19215545	436430
19215707	5913
19215708	384938
19215709	6778
19215710	552819
19215711	2614336
19215712	8028
19215713	436430
19215714	2614336
19215715	2614336
19215716	94136
19215870	95199
19215871	384938
19215872	1
19215873	436430
19215874	2614336
19215875	436430
19215876	6778
19215877	9187577
19216035	7814
19216036	6778
19216037	384938
19216038	384938
19216039	1
19216040	9216040
19216041	18102
19216042	8028
19216043	9216043
19216044	2614336
19216203	2614336
19216204	7
19216205	2614336
19216206	4846637
19216207	9167371
19216208	275
19216209	129
19216210	2131551
19216211	411143
19216369	384938
19216370	352770
19216371	1
19216372	1
19216373	0
19216374	7
19216375	8225
19216376	454
19216377	384938
19216378	112158
19216379	4843
19216380	352770
19216552	384938
19216553	436430
19216554	139242
19216555	4843
19216556	112158
19216557	139242
19216558	139242
19216559	411143
19216734	8028
19216735	3196
19216736	7431
19216737	7814
19216738	1
19216739	356033
19216740	8225
19216741	225955
19216742	384938
19216743	129
19216910	2614336
19216911	384938
19216912	8028
19216913	1
19216914	2614336
19216915	2614336
19216916	2614336
19216917	5451934
19216918	384938
19216919	604
19217086	2
19217087	522473
19217088	384938
19217089	110753
19217090	139242
19217091	1
19217258	436430
19217259	3196
19217260	436430
19217261	129
19217262	1376237
19217263	384938
19217264	4846637
19217265	7814
19217427	7814
19217428	8089
19217429	384938
19217430	7814
19217431	384938
19217432	384938
19217433	139242
19217597	2614336
19217598	8225
19217599	23
19217600	2614336
19217601	4846637
19217602	436430
19217603	8271
19217765	436430
19217766	436430
19217767	139242
19217768	2614336
19217769	139242
19217770	1
19217771	0
19217772	1
19217773	8271
19217935	208
19217936	384938
19217937	1
19217938	411143
19217939	384938
19217940	190971
19217941	384938
19217942	384938
19217943	436430
19218110	436430
19218111	0
19218112	4843
19218113	2614336
19218114	384938
19218115	14566
19218116	95199
19218117	384938
19218118	9177612
19218119	384938
19218291	139242
19218292	112158
19218293	37041
19218294	129
19218295	129
19218296	8028
19218297	6778
19218298	6778
19218299	7814
19218465	4843
19218466	2614336
19218467	23
19218468	436430
19218469	2614336
19218470	95199
19218471	384938
19218472	352770
19218635	436430
19218636	436430
19218637	522473
19218638	23
19218639	384938
19218640	1
19218641	23
19218642	23
19218643	1
19218644	1715279
19218645	3178
19218816	2614336
19218817	436430
19218818	436430
19218819	0
19218820	23
19218821	9187577
19218822	14566
19218823	384938
19218824	384938
19218825	7
19218994	436430
19218995	7
19218996	384938
19218997	384938
19218998	14566
19218999	384938
19219000	384938
19219001	110753
19219002	23384
19219003	0
19219166	6778
19219167	129
19219168	6778
19219169	4068195
19219170	7814
19219171	139242
19219172	4846637
19219173	129
19219174	3178
19219175	8225
19219333	8089
19219334	604
19219335	436430
19219336	1
19219337	9176787
19219338	139242
19219339	2614336
19219340	129
19219341	14566
19219342	7
19219502	436430
19219503	436430
19219504	436430
19219505	7885574
19219506	7
19219507	411143
19219508	1
19219662	384938
19219663	7
19219664	95199
19219665	23
19219666	129
19219667	2614336
19219668	436430
19219669	9219669
19219670	384938
19219671	18102
19219832	384938
19219833	139242
19219834	1
19219835	1
19219836	384938
19219837	4846637
19219838	9219838
19219839	139242
19220006	436430
19220007	384938
19220008	94136
19220009	82416
19220010	139242
19220012	23
19220013	8225
19220014	94136
19220015	139242
19220186	9220186
19220187	436430
19220188	384938
19220189	139242
19220190	7814
19220191	436430
19220192	7814
19220365	436430
19220366	384938
19220367	384938
19220368	454
19220369	352770
19220370	139242
19220371	163841
19220550	3178
19220551	3178
19220552	1
19220553	3178
19220554	384938
19220555	1376237
19220556	9003
19220557	139242
19220558	7431
19220559	9003
19220729	384938
19220730	522473
19220731	139242
19220732	436430
19220733	1
19220734	208
19220735	384938
19220902	2
19220903	23384
19220904	1
19220905	436430
19220906	6778
19220907	436430
19220908	8225
19220909	108
19220910	8089
19221084	384938
19221085	8028
19221086	4068195
19221087	604
19221088	108
19221089	384938
19221090	0
19221091	8225
19221092	436430
19221266	139242
19221267	522473
19221268	384938
19221269	1777875
19221270	436430
19221271	95199
19221272	436430
19221273	275
19221274	129
19221438	9198740
19221439	1
19221440	522473
19221441	384938
19221442	107235
19221443	384938
19221444	384938
19221445	7814
19221626	7814
19221627	9003
19221628	155071
19221629	1
19221630	0
19221631	129
19221632	139242
19221818	108
19221819	0
19221820	8225
19221821	8225
19221822	0
19221823	0
19221824	0
19221825	436430
19221826	7
19221827	352770
19221828	2
19222010	4846637
19222011	28
19222012	7
19222013	2309
19222014	436430
19222015	95199
19222016	0
19222017	0
19222018	9222018
19222019	436430
19222191	108
19222192	1
19222193	9222193
19222194	129
19222195	7
19222196	384938
19222197	139242
19222358	108
19222359	8028
19222360	1
19222361	1
19222362	0
19222363	522473
19222364	108
19222365	139242
19222366	186
19222367	436430
19222534	8225
19222535	540260
19222536	384938
19222537	9187577
19222538	436430
19222539	9222539
19222540	7814
19222541	1
19222542	1
19222543	1
19222718	322425
19222719	436430
19222720	436430
19222721	384938
19222722	9222722
19222723	0
19222724	454
19222725	139242
19222894	9222018
19222895	436430
19222896	384938
19222897	436430
19222898	384938
19222899	384938
19222900	384938
19223064	436430
19223065	384938
19223066	8028
19223067	139242
19223068	436430
19223069	2725
19223070	7
19223071	384938
19223072	8225
19223241	129
19223242	0
19223243	4068195
19223244	139242
19223245	411143
19223246	0
19223247	8225
19223248	384938
19223249	1181152
19223250	9223250
19223420	411143
19223421	9223421
19223422	8028
19223423	139242
19223424	956846
19223425	9003
19223426	4972
19223427	384938
19223428	1823057
19223596	139242
19223597	7431
19223598	1
19223599	8028
19223600	411143
19223601	411143
19223602	2614336
19223603	139242
19223782	9222539
19223783	411143
19223784	129
19223785	436430
19223786	436430
19223787	9222539
19223788	384938
19223789	1
19223790	8028
19223791	436430
19223976	9222018
19223977	14566
19223978	956846
19223979	6778
19223981	63
19223982	384938
19223983	436430
19223984	139242
19224169	7
19224170	384938
19224171	3196
19224172	108854
19224173	1
19224174	436430
19224175	436430
19224176	7
19224177	0
19224178	14628
19224370	1
19224371	1
19224372	8225
19224373	436430
19224374	110753
19224375	436430
19224376	436430
19224377	7
19224378	7
19224556	8225
19224557	129
19224558	7814
19224559	8225
19224560	1430424
19224561	139465
19224562	129
19224563	9222539
19224564	1299666
19224565	139242
19224747	63
19224748	1
19224749	208
19224750	7
19224751	7
19224752	436430
19224753	208
19224754	0
19224755	7431
19224756	112158
19224757	1
19224921	14628
19224922	1430424
19224923	384938
19224924	9224924
19224925	8028
19224926	436430
19224927	7814
19224928	0
19225099	9222018
19225100	6778
19225101	1820944
19225102	956846
19225103	384938
19225104	384938
19225105	1
19225106	384938
19225107	5
19225108	9222018
19225269	384938
19225270	139242
19225271	23558
19225272	23558
19225273	208
19225274	436430
19225275	384938
19225443	436430
19225444	436430
19225445	436430
19225446	6778
19225447	2099
19225448	7
19225449	9225449
19225450	0
19225451	956846
19225622	139242
19225623	14628
19225624	522473
19225625	384938
19225626	384938
19225627	384938
19225628	14676
19225629	82416
19225816	956846
19225817	6407
19225818	670
19225819	9222018
19225820	9222018
19225821	436430
19225822	5307
19225823	129
19225993	139242
19225994	7
19225995	0
19225996	63
19225997	139242
19225998	23
19225999	530
19226172	7814
19226173	530
19226174	7814
19226175	23
19226176	113099
19226177	129
19226178	111704
19226179	6778
19226180	9222018
19226181	436430
19226182	436430
19226183	0
19226367	384938
19226368	139242
19226369	436430
19226370	1
19226371	1
19226372	139242
19226373	0
19226374	956846
19226538	7814
19226539	436430
19226540	436430
19226541	384938
19226542	530
19226543	0
19226544	8225
19226545	0
19226546	139242
19226547	1
19226709	9223250
19226710	384938
19226711	384938
19226712	540260
19226713	436430
19226714	1
19226715	956846
19226716	6778
19226889	0
19226890	225955
19226891	384938
19226892	8225
19226893	384938
19226894	442
19226895	154399
19226896	9223421
19226897	112158
19227060	956846
19227061	9227061
19227062	139242
19227063	384938
19227064	4068195
19227065	68
19227066	1
19227067	112158
19227068	9222722
19227069	0
19227246	17234
19227247	411143
19227248	139242
19227249	384938
19227250	28
19227251	9227251
19227252	7814
19227253	95199
19227254	384938
19227422	63
19227423	1
19227424	129
19227425	1
19227426	1
19227427	9222018
19227428	436430
19227429	14628
19227430	384938
19227601	384938
19227602	384938
19227603	436430
19227604	129
19227605	129
19227606	4068195
19227607	1
19227608	95199
19227609	6778
19227610	9222018
19227779	384938
19227780	436430
19227781	9227781
19227782	3865
19227783	0
19227784	436430
19227785	4068195
19227786	1
19227787	1
19227788	436430
19227789	436430
19227963	384938
19227964	384938
19227965	384938
19227966	384938
19227967	215185
19227968	384938
19227969	8307
19228131	139242
19228132	1430424
19228133	436430
19228134	14628
19228135	1
19228136	7814
19228137	14676
19228138	384938
19228295	139242
19228296	522473
19228297	94176
19228298	130062
19228299	1
19228300	94176
19228301	1
19228302	6778
19228303	384938
19228473	956846
19228474	139242
19228475	5451934
19228476	956846
19228477	436430
19228478	436430
19228479	14628
19228654	384938
19228655	1
19228656	670597
19228657	6778
19228658	94176
19228659	1
19228660	384938
19228661	55
19228662	650507
19228663	63
19228664	6778
19228665	4068195
19228840	9222018
19228841	436430
19228842	436430
19228843	384938
19228844	14628
19228845	1
19228846	9228846
19228847	384938
19229019	384938
19229020	1
19229021	384938
19229022	14628
19229023	14628
19229024	14628
19229025	39
19229026	454
19229027	9229027
19229028	5
19229190	8682
19229191	107235
19229192	7814
19229193	556679
19229194	6778
19229195	1
19229196	9222018
19229197	129
19229198	129
19229199	14676
19229360	1774870
19229361	522473
19229362	129
19229363	891381
19229364	5307
19229365	5675043
19229366	9229366
19229367	139242
19229368	9229368
19229534	322425
19229535	0
19229536	436430
19229537	0
19229538	2614336
19229539	1
19229540	1
19229541	9222018
19229542	9222018
19229543	2614336
19229544	13240
19229707	436430
19229708	39
19229709	384938
19229710	1336
19229711	94176
19229712	14566
19229713	6778
19229714	530
19229715	95199
19229716	129
19229881	63
19229882	9222018
19229883	63
19229884	139242
19229885	436430
19229886	6778
19230053	2
19230054	1
19230055	436430
19230056	436430
19230057	956846
19230058	9222018
19230059	8225
19230060	2948145
19230061	2
19230062	63
19230229	3178
19230230	5
19230231	7814
19230232	14676
19230233	139242
19230234	1946158
19230235	8225
19230236	384938
19230237	9222018
19230408	436430
19230409	436430
19230410	436430
19230411	6778
19230412	956846
19230413	1
19230414	6778
19230591	7814
19230592	384938
19230593	670
19230594	442679
19230595	6778
19230596	8089
19230597	7576221
19230598	1
19230770	2
19230771	17234
19230772	5
19230773	139242
19230774	2
19230775	384938
19230776	2
19230777	8089
19230948	14628
19230949	63
19230950	63
19230951	6778
19230952	384938
19230953	540260
19230954	39
19230955	9230955
19230956	9222018
19231127	1774454
19231128	7
19231129	63
19231130	6778
19231131	63
19231132	63
19231133	2948145
19231294	63
19231295	63
19231296	384938
19231297	436430
19231298	384938
19231299	956846
19231300	436430
19231473	384938
19231474	7814
19231475	1
19231476	1336
19231477	14676
19231478	5
19231479	6778
19231480	2
19231481	546493
19231650	384938
19231651	107235
19231652	107235
19231653	2733
19231654	5
19231655	6778
19231656	6778
19231657	1
19231658	436430
19231659	384938
19231841	436430
19231842	23
19231843	384938
19231844	225955
19231845	129
19231846	7814
19231847	3111
19231848	384938
19232026	6778
19232027	956846
19232028	6778
19232029	384938
19232030	6778
19232031	2948145
19232032	384938
19232195	9222018
19232196	6778
19232197	9222018
19232198	436430
19232199	63
19232200	63
19232201	540260
19232202	8089
19232203	1
19232377	436430
19232378	63
19232379	129
19232380	384938
19232381	436430
19232382	956846
19232383	956846
19232384	129
19232558	6778
19232559	488801
19232560	488801
19232561	488801
19232562	436430
19232563	436430
19232564	14628
19232565	384938
19232566	2614336
19232567	384938
19232741	207160
19232742	63
19232743	9222018
19232744	63
19232745	384938
19232746	580977
19232747	139242
19232748	1
19232911	436430
19232912	384938
19232913	436430
19232914	384938
19232915	1
19232916	6
19232917	1631557
19232918	1615956
19232919	2735
19232920	129
19232921	384938
19232922	1
19233086	0
19233087	9222539
19233088	384938
19233089	1
19233090	129
19233091	436430
19233092	669920
19233093	129
19233094	6811171
19233095	384938
19233271	2735
19233272	436430
19233273	9233273
19233274	956846
19233275	436430
19233276	436430
19233277	129
19233278	384938
19233279	436430
19233448	436430
19233449	436430
19233450	6778
19233451	384938
19233452	0
19233453	6778
19233454	82416
19233455	6778
19233456	436430
19233457	63
19233620	384938
19233621	7
19233622	6778
19233623	39
19233624	956846
19233625	7814
19233626	384938
19233627	436430
19233799	7
19233800	6778
19233801	384938
19233802	436430
19233803	139242
19233804	540260
19233805	1
19233806	1
19233983	8089
19233984	8089
19233985	139242
19233986	956846
19233987	384938
19233988	1
19233989	9233989
19234170	530
19234171	2735
19234172	7
19234173	956846
19234174	2948145
19234175	9234175
19234176	4878334
19234177	139242
19234178	1
19234179	9234179
19234180	6778
19234353	436430
19234354	384938
19234355	9222018
19234356	436430
19234357	139242
19234358	386884
19234359	1
19234360	384938
19234529	8089
19234530	2
19234531	3970
19234532	139242
19234533	129
19234534	1
19234535	2713816
19234536	384938
19234537	5
19234538	129
19234539	956846
19234710	5044
19234711	23
19234712	23
19234713	1
19234714	1
19234715	384938
19234716	384938
19234717	384938
19234718	8225
19234719	1
19234720	1
19234883	956846
19234884	129
19234885	6778
19234886	2011
19234887	436430
19234888	436430
19234889	95199
19234890	384938
19234891	1
19235061	2735
19235062	436430
19235063	139242
19235064	384938
19235065	1
19235066	384938
19235067	23
19235068	28
19235069	0
19235070	129
19235071	6778
19235241	1430424
19235242	8225
19235243	384938
19235244	9235244
19235245	39
19235246	384938
19235247	4846637
19235248	129
19235249	1
19235250	956846
19235251	436430
19235419	3178
19235420	956846
19235421	2011
19235422	1961532
19235423	3111
19235424	139465
19235425	755724
19235426	384938
19235427	139242
19235603	4972
19235604	384938
19235605	129
19235606	956846
19235607	5
19235608	384938
19235609	384938
19235610	2713816
19235611	0
19235612	275
19235613	9222018
19235783	4972
19235784	139242
19235785	107235
19235786	436430
19235787	6778
19235788	0
19235789	133669
19235790	384938
19235791	384938
19235957	436430
19235958	384938
19235959	1376237
19235960	1715279
19235961	9235961
19235962	384938
19235963	384938
19236132	384938
19236133	95199
19236134	9222018
19236135	9236135
19236136	107235
19236137	9222018
19236138	129
19236139	14628
19236140	7576221
19236310	133669
19236311	956846
19236312	352770
19236313	139242
19236314	384938
19236315	530
19236316	129
19236484	9236484
19236485	956846
19236486	384938
19236487	436430
19236488	129
19236489	3111
19236490	6778
19236491	3111
19236492	436430
19236493	275
19236664	436430
19236665	436430
19236666	436430
19236667	540260
19236668	384938
19236669	384938
19236670	436430
19236671	23
19236672	384938
19236841	14628
19236842	384938
19236843	139242
19236844	1615956
19236845	23
19236846	436430
19236847	139242
19236848	5913
19236849	5451934
19237016	2464
19237017	384938
19237018	23
19237019	2735
19237020	384938
19237021	5307
19237022	352770
19237023	23
19237024	129
19237025	9237025
19237190	139242
19237191	436430
19237192	436430
19237193	0
19237194	4972
19237195	384938
19237196	9237196
19237197	1
19237198	6407
19237199	6778
19237357	1195260
19237358	436430
19237359	9233989
19237360	530
19237361	436430
19237362	129
19237363	352770
19237364	580977
19237365	2
19237527	139242
19237528	129
19237529	384938
19237530	8307
19237531	956846
19237532	95199
19237533	225955
19237534	2011
19237535	411143
19237698	384938
19237699	4972
19237700	4972
19237701	7
19237702	384938
19237703	2713816
19237704	23
19237705	3970
19237706	129
19237707	384938
19237708	384938
19237859	352770
19237860	983682
19237861	8225
19237862	14628
19237863	23
19237864	8225
19237865	715519
19237866	1
19237867	1774454
19237868	384938
19238039	6778
19238040	4068195
19238041	2713816
19238042	7814
19238043	7814
19238044	530
19238045	670
19238046	5
19238047	956846
19238048	1774454
19238205	14628
19238206	384938
19238207	436430
19238208	7814
19238209	14628
19238210	411143
19238211	95199
19238212	6778
19238373	384938
19238374	7
19238375	411143
19238376	23380
19238377	1181152
19238378	540260
19238379	7814
19238380	436430
19238539	7814
19238540	1756788
19238541	352770
19238542	352770
19238543	7814
19238544	956846
19238545	352770
19238710	2
19238711	7814
19238712	7
19238713	23
19238714	3970
19238715	530
19238716	530
19238717	352770
19238718	6778
19238719	23
19238885	384938
19238886	384938
19238887	384938
19238888	405107
19238889	2713816
19238890	2713816
19238891	436430
19238892	384938
19238893	2713816
19239052	384938
19239053	580977
19239054	956846
19239055	1181152
19239056	6778
19239057	9233989
19239058	384938
19239059	5
19239060	384938
19239230	436430
19239231	23
19239232	2713816
19239233	384938
19239234	384938
19239235	956846
19239236	23
19239237	23
19239238	23
19239239	2
19239424	436430
19239425	530
19239426	411143
19239427	436430
19239428	1
19239429	164611
19239430	6778
19239431	1774454
19239432	522473
19239433	604
19239603	9222018
19239604	107235
19239605	436430
19239606	139242
19239607	9222018
19239608	384938
19239609	384938
19239775	107235
19239776	82416
19239777	436430
19239778	436430
19239779	384938
19239780	14628
19239781	604
19239782	9239782
19239783	9239783
19239784	8225
19239948	6778
19239949	139242
19239950	7576209
19239951	107235
19239952	3787357
19239953	2011
19239954	2713816
19239955	1
19240119	217638
19240120	9222018
19240121	384938
19240122	384938
19240123	9222018
19240124	384938
19240125	1774454
19240126	488801
19240127	384938
19240295	384938
19240296	384938
19240297	6778
19240298	107235
19240299	1474509
19240300	9222018
19240301	97528
19240302	384938
19240303	522473
19240465	384938
19240466	6778
19240467	6778
19240468	6778
19240469	327
19240470	580977
19240471	7
19240472	384938
19240473	6778
19240474	6778
19240475	580977
19240476	9240476
19240637	97528
19240638	3970
19240639	3787357
19240640	107235
19240641	384938
19240642	384938
19240643	384938
19240644	2
19240645	2948145
19240646	1
19240815	411143
19240816	580977
19240817	488801
19240818	956846
19240819	384938
19240820	6778
19240821	6778
19240822	384938
19240823	8225
19240824	3970
19240825	9240825
19240826	411143
19240996	9222018
19240997	6778
19240998	4972
19240999	97528
19241000	384938
19241001	604
19241002	670
19241003	7
19241004	9222018
19241005	436430
19241006	3816634
19241007	956846
19241163	384938
19241164	1
19241165	139242
19241166	384938
19241167	436430
19241168	97528
19241169	1195260
19241170	580977
19241171	7814
19241339	6778
19241340	580977
19241341	580977
19241342	411143
19241343	9222018
19241344	9222018
19241345	9241345
19241346	6778
19241347	580977
19241348	7
19241505	384938
19241506	1
19241507	8089
19241508	384938
19241509	384938
19241510	604
19241511	488801
19241512	6778
19241513	275
19241514	275
19241676	275
19241677	6778
19241678	8307
19241679	7431
19241680	8225
19241681	580977
19241682	9222018
19241683	9185114
19241684	580977
19241685	2011
19241686	436430
19241851	436430
19241852	530
19241853	384938
19241854	411143
19241855	95199
19241856	9222018
19241857	9222018
19241858	4972
19241859	1
19241860	384938
19242042	384938
19242043	604
19242044	8307
19242045	384938
19242046	23
19242047	23
19242048	23
19242049	9222018
19242050	14566
19242224	139242
19242225	1
19242226	9222018
19242227	580977
19242228	580977
19242229	580977
19242230	95199
19242231	436430
19242232	6778
19242233	580977
19242234	8225
19242235	6778
19242414	6778
19242415	956846
19242416	9222018
19242417	7
19242418	3787357
19242419	9222018
19242420	139242
19242421	9222018
19242602	6778
19242603	384938
19242604	384938
19242605	4068195
19242606	139242
19242607	384938
19242608	2614336
19242609	275
19242793	1951150
19242794	275
19242795	5
19242796	6778
19242797	6778
19242798	9242798
19242799	956846
19242800	411143
19242801	4972
19242968	4972
19242969	97528
19242970	384938
19242971	3787357
19242972	139242
19242973	14628
19242974	23
19242975	436430
19242976	7814
19242977	23
19242978	23
19243132	139242
19243133	384938
19243134	3787357
19243135	580977
19243136	23
19243137	23
19243138	384938
19243139	604
19243299	604
19243300	4972
19243301	6778
19243302	1
19243303	580977
19243304	580977
19243305	63
19243306	4972
19243307	488801
19243308	580977
19243309	580977
19243310	6778
19243311	6778
19243475	580977
19243476	580977
19243477	580977
19243478	580977
19243479	956846
19243480	9243480
19243481	3787357
19243482	9222018
19243483	580977
19243484	580977
19243648	580977
19243649	580977
19243650	384938
19243651	384938
19243652	436430
19243653	436430
19243654	14628
19243655	436430
19243829	7
19243830	9243830
19243831	23
19243832	580977
19243833	6778
19243834	5564
19243835	6778
19243836	956846
19243837	2614336
19243838	4068195
19243839	6778
19243840	436430
19244003	384938
19244004	384938
19244005	5
19244006	39
19244007	108
19244008	4972
19244009	7814
19244010	384938
19244011	217638
19244175	6778
19244176	139242
19244177	6778
19244178	604
19244179	384938
19244180	133669
19244181	8225
19244182	129
19244183	108
19244184	6778
19244341	6778
19244342	6778
19244343	7
19244344	1195260
19244345	384938
19244346	604
19244347	3787357
19244348	3787357
19244518	3787357
19244519	1
19244520	6778
19244521	208
19244522	384938
19244523	384938
19244524	1774870
19244525	384938
19244526	6778
19244682	7814
19244683	275
19244684	4972
19244685	133669
19244686	6778
19244687	8225
19244688	6778
19244689	411143
19244690	9177612
19244691	1951150
19244692	1951150
19244693	411143
19244695	4068195
19244863	5
19244864	4068195
19244865	4972
19244866	129
19244867	384938
19244868	95115
19244869	4068195
19244870	384938
19244871	9214709
19245040	139242
19245041	139242
19245042	1
19245043	761376
19245044	14628
19245045	384938
19245046	248571
19245047	356033
19245048	1
19245049	133669
19245050	1454
19245221	384938
19245222	6778
19245223	6778
19245224	530
19245225	6778
19245226	6778
19245227	6778
19245228	384938
19245229	108
19245401	604
19245402	217638
19245403	7
19245404	3787357
19245405	3787357
19245406	604
19245407	6778
19245408	7
19245576	7
19245577	384938
19245578	1
19245579	4972
19245580	956846
19245581	384938
19245582	108
19245583	1774870
19245584	6778
19245585	6778
19245757	4068195
19245758	5
19245759	384938
19245760	4972
19245761	6
19245762	4068195
19245763	411143
19245764	1
19245765	384938
19245766	4972
19245767	436430
19245925	530
19245926	5451934
19245927	956846
19245928	956846
19245929	436430
19245930	6778
19245931	6778
19245932	384938
19245933	7814
19245934	6778
19246096	436430
19246097	384938
19246098	956846
19246099	7
19246100	2614336
19246101	2614336
19246102	384938
19246258	384938
19246259	6778
19246260	6778
19246261	95199
19246262	384938
19246263	1181152
19246264	384938
19246265	384938
19246266	310591
19246413	1774870
19246414	384938
19246415	4068195
19246416	384938
19246417	4068195
19246418	4972
19246419	436430
19246420	384938
19246421	3787357
19246422	1
19246584	384938
19246585	1715279
19246586	956846
19246587	14628
19246588	6778
19246589	4068195
19246590	1
19246591	384938
19246592	6778
19246593	6778
19246770	6778
19246771	7597794
19246772	384938
19246773	6778
19246774	956846
19246775	95115
19246776	139242
19246777	139242
19246778	530
19246946	411143
19246947	7
19246948	1
19246949	1
19246950	384938
19246951	97528
19246952	2
19246953	133669
19246954	540260
19247121	384938
19247122	384938
19247123	6778
19247124	9247124
19247125	384938
19247126	436430
19247127	384938
19247128	2614336
19247129	1
19247291	6778
19247292	2576114
19247293	2614336
19247294	4068195
19247295	4068195
19247296	3586923
19247297	6778
19247298	956846
19247299	384938
19247300	4068195
19247466	4068195
19247467	6778
19247468	6778
19247469	4068195
19247470	2614336
19247471	108854
19247472	384938
19247473	7
19247474	4972
19247475	4068195
19247476	97528
19247651	2129893
19247652	6778
19247653	6778
19247654	129
19247655	133669
19247656	9247656
19247657	9247656
19247658	384938
19247659	6778
19247660	5451934
19247661	384938
19247662	1
19247829	384938
19247830	384938
19247831	9167371
19247832	9233989
19247833	2614336
19247834	2614336
19247835	4068195
19247836	1
19247837	956846
19247838	8028
19247839	248571
19248017	8225
19248018	97528
19248019	1
19248020	384938
19248021	6778
19248022	488801
19248023	384938
19248024	23384
19248025	384938
19248026	384938
19248027	541453
19248197	129
19248198	6778
19248199	956846
19248200	6778
19248201	139242
19248202	5
19248203	956846
19248204	384938
19248205	217638
19248381	384938
19248382	4068195
19248383	2614336
19248384	384938
19248385	384938
19248386	8028
19248387	8028
19248388	1
19248389	14628
19248553	956846
19248554	384938
19248555	6778
19248556	436430
19248557	2614336
19248558	139242
19248559	384938
19248560	6778
19248561	384938
19248562	1756788
19248741	9248741
19248742	384938
19248743	384938
19248744	6778
19248745	9248745
19248746	384938
19248747	9248747
19248748	436430
19248749	7
19248916	384938
19248917	522473
19248918	384938
19248919	2614336
19248920	540260
19248921	411143
19248922	6778
19248923	4068195
19249089	436430
19249090	108
19249091	9249091
19249092	436430
19249093	108
19249094	384938
19249095	4972
19249096	956846
19249097	384938
19249272	384938
19249273	384938
19249274	6778
19249275	384938
19249276	384938
19249277	4972
19249278	6778
19249279	0
19249280	215540
19249281	6778
19249282	248571
19249453	384938
19249454	956846
19249455	384938
19249456	384938
19249457	384938
19249458	7
19249459	1151198
19249621	522473
19249622	2614336
19249623	7
19249624	384938
19249625	2948145
19249626	384938
19249627	411143
19249628	411143
19249629	2614336
19249630	139752
19249794	14628
19249795	9177612
19249796	956846
19249797	6778
19249798	384938
19249799	411143
19249800	6778
19249801	9249801
19249802	248571
19249803	384938
19249804	95115
19249805	207160
19249980	436430
19249981	6778
19249982	411143
19249983	384938
19249984	384938
19249985	7
19249986	1181152
19249987	1151198
19250176	384938
19250177	384938
19250178	4068195
19250179	1756788
19250180	9250180
19250181	956846
19250182	411143
19250183	411143
19250184	2948145
19250185	411143
19250366	956846
19250367	436430
19250368	112158
19250369	217638
19250370	384938
19250371	411143
19250372	384938
19250373	6778
19250374	956846
19250552	3196
19250553	95115
19250554	2948145
19250555	522473
19250556	384938
19250557	384938
19250558	384938
19250559	384938
19250739	6778
19250740	14628
19250741	384938
19250742	6778
19250743	411143
19250744	108
19250745	384938
19250746	108
19250747	384938
19250917	384938
19250918	384938
19250919	384938
19250920	891381
19250921	95115
19250922	217638
19250923	1751250
19250924	384938
19251089	604
19251090	384938
19251091	229343
19251092	9251092
19251093	384938
19251094	17234
19251095	108
19251096	112158
19251097	9251097
19251098	384938
19251099	384938
19251261	411143
19251262	540260
19251263	384938
19251264	384938
19251265	14628
19251266	705640
19251267	384938
19251268	18560
19251269	112158
19251433	9251097
19251434	135681
19251435	4068195
19251436	384938
19251437	108
19251438	4972
19251439	5822
19251440	6778
19251441	4068195
19251442	6778
19251604	4972
19251605	384938
19251606	139242
19251607	14628
19251608	6778
19251609	6778
19251610	384938
19251611	522473
19251780	2129893
19251781	6778
19251782	139242
19251783	9214709
19251784	5822
19251785	1376237
19251786	705640
19251787	6
19251788	108
19251789	9251789
19251943	6778
19251944	384938
19251945	384938
