source	target
23715952	13724195
23716819	13716819
23717117	13717117
23717118	13717118
23717118	17672052
23718622	13718622
23719798	13719798
23719911	13719911
23720151	13720151
23720152	13720152
23720155	13720155
23720800	13720800
23720805	13720805
23722453	13722453
23722763	13722763
23722968	13722968
23723447	13723447
23723447	15122298
23727129	13727129
23727129	13730674
23727129	15007928
23728035	13728035
23728689	13728689
23728931	13728931
23728931	17151600
23729545	13729545
23729545	14975598
23729583	13729583
23729695	13729695
23729946	13729946
23729952	13729952
23730435	13730435
23730436	13730436
23731108	13731108
23732549	13732549
23733563	13733563
23733568	13733568
23733570	13733570
23733572	13733572
23733573	13733573
23734143	13734143
23734207	13734207
23735648	13735648
23735648	13760368
23735653	13735653
23735775	13735775
23736152	13736152
23737207	13737207
23737208	13737208
23737209	13737209
23737396	13737396
23737396	14971128
23738115	13738115
23738607	13738607
23738611	13738611
23738611	14993084
23739355	13739355
23739741	13739741
23739741	19062263
23739886	13739886
23740381	13740381
23740728	13740728
23740754	13740754
23741369	13741369
23741391	13741391
23741846	13741846
23741849	13741849
23742746	13742746
23742883	13742883
23742940	13742940
23743665	13743665
23743905	13743905
23743915	13743915
23744889	13744889
23744892	13744892
23744893	13744893
23744900	13744900
23745442	13745442
23746827	13746827
23746828	13746828
23746835	13746835
23748080	13748080
23749025	13749025
23749025	15296984
23749025	16881218
23749025	17547556
23749025	17669824
23749049	13749049
23749521	13749521
23749522	13749522
23749523	13749523
23749932	13749932
23749933	13749933
23750964	13750964
23750964	15807128
23750965	13750965
23751494	13751494
23752249	13752249
23752249	13849372
23753036	13753036
23756668	13756668
23756668	19031581
23756840	13756840
23757199	13757199
23757199	16426668
23757199	16437257
23757199	16825007
23757199	16825019
23757200	13757200
23759313	13759313
23759315	13759315
23759317	13759317
23759344	13759344
23760081	13760081
23760081	15116885
23760081	15161051
23760081	15211569
23760082	13760082
23760082	13834059
23761136	13761136
23762998	13762998
23763474	13763474
23767225	13767225
23768091	13768091
23770666	13770666
23770817	13770817
23770897	13770897
23773486	13773486
23775390	13775390
23775913	17855357
23776409	13776409
23777915	13777915
23778296	13778296
23781512	13781512
23781513	13781513
23781514	13781514
23781517	13781517
23781518	13781518
23781519	13781519
23781519	14899651
23781521	13781521
23781536	13781536
23782008	13782008
23782008	17487635
23782009	13782009
23782389	13782389
23782398	13782398
23782547	13782547
23782549	13782549
23782551	13782551
23783131	13783131
23783433	13783433
23783589	13783589
23785527	13785527
23785527	13941421
23786038	13786038
23786038	13908198
23786723	13786723
23787357	13787357
23787369	13787369
23788400	13788400
23788412	13788412
23788638	13788638
23788781	13788781
23789151	13789151
23790155	13790155
23790159	13790159
23790317	13790317
23790372	13790372
23791700	13791700
23792223	13792223
23792224	13792224
23792225	13792225
23792226	13792226
23792715	13792715
23792952	13792952
23793397	13793397
23793770	13793770
23794260	13794260
23794800	13794800
23794836	13794836
23794975	13794975
23795452	13795452
23795453	13795453
23795457	13795457
23795459	13795459
23796572	13796572
23799643	13799643
23799643	14097413
23800467	13800467
23800962	13800962
23801476	13801476
23801992	13801992
23802140	13802140
23802140	14219870
23802140	14586251
23802634	13802634
23802667	13802667
23802760	13802760
23805258	13805258
23806236	13806236
23808379	13808379
23808549	13808549
23808558	13808558
23808558	13816636
23808558	13848466
23808558	14382490
23808643	13808643
23809059	13809059
23809171	13809171
23809172	13809172
23809191	13809191
23810678	13810678
23810678	18154454
23811702	13811702
23811849	13811849
23811859	13811859
23811859	16826841
23812366	13812366
23812840	13812840
23812875	13812875
23812875	13813358
23812875	13813371
23813869	13813869
23814364	13814364
23814364	13817392
23814858	13814858
23814858	16661531
23816634	13816634
23816638	13816638
23816638	16643496
23817133	13817133
23817397	13817397
23817406	13817406
23817892	13817892
23818419	13818419
23818419	14405846
23818419	17580376
23818426	13818426
23818757	13818757
23818758	13818758
23818759	13818759
23818759	15055446
23818760	13818760
23818761	13818761
23818762	13818762
23818762	13818764
23818763	13845309
23818763	13849815
23818766	13818766
23818767	13818767
23818939	13818939
23818945	13818945
23819244	13819244
23819244	17601401
23819247	13819247
23819248	13819248
23819250	13819250
23819252	13819252
23819253	13819253
23819436	13819436
23820410	13820410
23820440	13820440
23820445	13820445
23821470	13821470
23821997	13821997
23823351	13823351
23823705	13823705
23824118	13824118
23825210	13825210
23826350	13826350
23826350	13846049
23826350	13884270
23826350	13892424
23827377	13827377
23827413	13827413
23827529	13827529
23827967	13827967
23827967	14369294
23827967	14398946
23827967	16351370
23828419	13828419
23828480	13828480
23828481	13828481
23828494	13828494
23829926	13829926
23830479	13830479
23831017	13831017
23831239	13831239
23832383	13832383
23832911	13832911
23833448	13833448
23833805	13833805
23833806	13833806
23834324	13834324
23834325	13834325
23834326	13834326
23834329	13834329
23834330	13834330
23834331	13834331
23835540	13835540
23836480	13836480
23836486	13836486
23836488	13836488
23837586	13837586
23837774	13837774
23838370	13838370
23838696	13838696
23838911	13838911
23838911	14753733
23839392	13839392
23839581	13839581
23839581	19223422
23840016	13840016
23840105	13840105
23840114	13840114
23840120	13840120
23840649	13840649
23840895	13840895
23840898	13840898
23841997	13841997
23842145	13842145
23842750	13842750
23843107	13843107
23843248	13843248
23843649	13843649
23843653	13843653
23843658	13843658
23843658	19009240
23843811	13843811
23845310	13845310
23845310	14042236
23845310	17593674
23845310	17593675
23845499	13845499
23845508	13845508
23845829	13845829
23845998	13845998
23846000	13846000
23846059	13846059
23846389	13846389
23846573	13846573
23847884	13847884
23848460	13848460
23848460	17452732
23848460	17539832
23849109	13849109
23849651	13849651
23849652	13849652
23849659	13849659
23849660	13849660
23849660	15553215
23850202	13850202
23850204	13850204
23850398	13850398
23850418	13850418
23850733	13850733
23850735	13850735
23850737	13850737
23850738	13850738
23850740	13850740
23850955	13850955
23852376	13852376
23852382	13852382
23852668	13852668
23852894	13852894
23853121	13853121
23853676	13853676
23853676	14273681
23853676	14273688
23853676	14275179
23853676	14387601
23853676	15868654
23853676	19289156
23854169	13854169
23854757	13854757
23854774	13854774
23855080	13855080
23855605	13855605
23856911	13856911
23858264	13858264
23858936	13858936
23859485	13859485
23859485	15554900
23859491	13859491
23859492	13859492
23859493	13859493
23859494	13859494
23859648	13859648
23861503	13861503
23862683	13862683
23862685	13862685
23862909	13862909
23862916	13862916
23863444	13863444
23863556	13863556
23863776	13863776
23863778	13863778
23863780	13863780
23864520	13864520
23864520	14382494
23864520	17624056
23864532	13864532
23864578	13864578
23865394	13865394
23865396	13865396
23865572	13865572
23866141	13866141
23866317	13866317
23867283	13867283
23867339	13867339
23867626	13867626
23867626	13931992
23867626	13933603
23867626	14414071
23867626	14414072
23867626	14752824
23867627	13867627
23867627	13872498
23867627	16902042
23867784	13867784
23867789	13867789
23869579	13869579
23869770	13869770
23869771	13869771
23869772	13869772
23869772	13869773
23869778	13869778
23870508	13870508
23870887	13870887
23870887	17394767
23870887	19264975
23870887	19269862
23870887	19270022
23871406	13871406
23872133	13872133
23872503	13872503
23873071	13873071
23873771	13873771
23873777	13873777
23873827	13873827
23873827	17497650
23874150	13874150
23874151	13874151
23874156	13874156
23874472	13874472
23874472	19274125
23874472	19274278
23874492	15451933
23875522	13875522
23875973	13875973
23876359	13876359
23876361	13876361
23876363	13876363
23876364	13876364
23876366	13876366
23876702	13876702
23876715	13876715
23876715	14402067
23876715	17455764
23876892	13876892
23876915	13876915
23876918	13876918
23877179	13877179
23877449	13877449
23877449	16145863
23877622	13877622
23877807	13877807
23878002	13878002
23878005	13878005
23878364	13878364
23878549	13878549
23879836	13879836
23880408	13880408
23880418	13880418
23880430	13880430
23880433	13880433
23880484	13880484
23881092	13881092
23881297	13881297
23881297	15611334
23881299	13881299
23881303	13881303
23881308	13881308
23881558	13881558
23882388	13882388
23883146	13883146
23883160	13883160
23883162	13883162
23883289	13883289
23883472	13883472
23883641	13883641
23883695	13883695
23884197	13884197
23884208	13884208
23884251	13884251
23884587	13884587
23884588	13884588
23884589	13884589
23884590	13884590
23884591	13884591
23884591	14361227
23884591	14386192
23884592	13884592
23884595	13884595
23885114	13885114
23885115	13885115
23885134	13885134
23885359	13885359
23885359	17490625
23885481	13885481
23886435	13886435
23886756	13886756
23886932	13886932
23887317	13887317
23887324	13887324
23887325	13887325
23887326	13887326
23887327	13887327
23887483	13887483
23889495	13889495
23889658	13889658
23890020	13890020
23890240	13890240
23890281	13890281
23890281	14155049
23890299	13890299
23890299	17582413
23890299	17600161
23890788	13890788
23891334	13891334
23891572	13891572
23892098	13892098
23892104	13892104
23892115	13892115
23892780	13892780
23892783	13892783
23892971	13892971
23893031	13893031
23894578	13894578
23894622	13894622
23894730	13894730
23894730	19219668
23894730	19220732
23894730	19221825
23894730	19222720
23894730	19222897
23894730	19223064
23894730	19223068
23894730	19223791
23894730	19224174
23894730	19242231
23894742	13894742
23895478	13895478
23896892	13896892
23897898	13897898
23898201	13898201
23898201	15014786
23898201	15014807
23898201	16100944
23898201	16101396
23898201	16493891
23898201	16887698
23898201	16987216
23898203	13898203
23898203	15350976
23898203	17725062
23899265	13899265
23900013	13900013
23901772	13901772
23902850	13902850
23902890	13902890
23903216	13903216
23903446	13903446
23903793	13903793
23903793	14042228
23903793	15321839
23904496	13904496
23904602	13904602
23905116	13905116
23905675	13905675
23905810	13905810
23905810	14378525
23906024	13906024
23906581	13906581
23906582	13906582
23906759	13906759
23907119	13907119
23907673	13907673
23907673	14270620
23907673	15698034
23907673	16365366
23907673	17289864
23907673	17579693
23907673	17619555
23907674	13907674
23908358	13908358
23908358	14178547
23908358	15282543
23908358	15875400
23908358	17606306
23908390	13908390
23908756	13908756
23908976	13908976
23909070	13909070
23909084	13909084
23909477	13909477
23909642	13909642
23909642	13909650
23911195	13911195
23911829	13911829
23912866	13912866
23912866	14376155
23912866	15554901
23914312	13914312
23914314	13914314
23914482	13914482
23914574	13914574
23914867	13914867
23916535	13916535
23917108	13917108
23918203	13918203
23920086	13920086
23920919	13920919
23921347	13921347
23921813	13921813
23923005	13923005
23923014	13923014
23923909	13923909
23923924	13923924
23923990	13923990
23924437	13924437
23924437	13950347
23924437	14024723
23926057	13926057
23926097	13926097
23927836	13927836
23929919	13929919
23930655	13930655
23931083	13931083
23931092	13931092
23931092	16534109
23931863	13931863
23931993	13931993
23931994	13931994
23932145	13932145
23932726	13932726
23933320	13933320
23934148	13934148
23934150	13934150
23934319	13934319
23934409	13934409
23934677	13934677
23935575	13935575
23935769	13935769
23935770	13935770
23935941	13935941
23936510	13936510
23936512	13936512
23937189	13937189
23938010	13938010
23938010	14280856
23938010	14409318
23938010	16036817
23938010	17595933
23938011	13938011
23938012	13938012
23938025	13938025
23938156	13938156
23938224	13938224
23938281	13938281
23938549	13938549
23938550	13938550
23938551	13938551
23938553	13938553
23938553	19009250
23938707	13938707
23938796	13938796
23938812	13938812
23939419	13939419
23939585	13939585
23940303	13940303
23940304	13940304
23941148	13941148
23941211	13941211
23941313	13941313
23941674	13941674
23941891	13941891
23941893	13941893
23943746	13943746
23943993	13943993
23945087	13945087
23945776	13945776
23946352	13946352
23947813	13947813
23947964	13947964
23947967	13947967
23948038	13948038
23948053	13948053
23948160	13948160
23948160	15677214
23948827	13948827
23949824	13949824
23950271	13950271
23950674	13950674
23951791	13951791
23951792	13951792
23951793	13951793
23951798	13951798
23951830	13951830
23952039	13952039
23952042	13952042
23953667	13953667
23954363	13954363
23955517	13955517
23957983	13957983
23958080	13958080
23958808	13958808
23961146	13961146
23961146	17483633
23961544	13961544
23962952	13962952
23963089	13963089
23963659	13963659
23964481	13964481
23964690	13964690
23965437	13965437
23966224	13966224
23966963	13966963
23967362	13967362
23967366	13967366
23967535	13967535
23967963	13967963
23967964	13967964
23967965	13967965
23967966	13967966
23970061	13970061
23970577	13970577
23971031	13971031
23971031	16681079
23971031	16930152
23971584	13971584
23971600	13971600
23971603	13971603
23971608	13971608
23973281	13973281
23973814	13973814
23974590	13974590
23974929	13974929
23974939	13974939
23975506	13975506
23976596	13976596
23976603	13976603
23977160	13977160
23977584	13977584
23978123	13978123
23978124	13978124
23978129	13978129
23978130	13978130
23978303	13978303
23978692	13978692
23978843	13978843
23978845	13978845
23978913	13978913
23979398	13979398
23979614	13979614
23979816	13979816
23980398	13980398
23980404	13980404
23981304	16210106
23981304	17637145
23981304	17644022
23981304	17850705
23981304	17854455
23981304	17854740
23981304	17857345
23981639	14373556
23981639	14790148
23981639	15447892
23981639	15447920
23981665	13981665
23981731	13981731
23981965	13981965
23982237	13982237
23982237	17101378
23982237	17115802
23982345	13982345
23982509	13982509
23982624	13982624
23982625	13982625
23982626	13982626
23982628	13982628
23982629	13982629
23983168	13983168
23983170	13983170
23983537	13983537
23984321	13984321
23984322	13984322
23986008	13986008
23986237	13986237
23986237	15029686
23986237	17854203
23986725	13986725
23986728	13986728
23986729	19366233
23986731	13986731
23987399	13987399
23987434	13987434
23987869	13987869
23987870	13987870
23987871	13987871
23987872	13987872
23988977	13988977
23988980	13988980
23988982	13988982
23988983	13988983
23988984	13988984
23988989	13988989
23989019	13989019
23989447	13989447
23989554	13989554
23989580	13989580
23990682	13990682
23990686	13990686
23990688	13990688
23990694	13990694
23990697	13990697
23991479	13991479
23991822	13991822
23992052	17243690
23992259	13992259
23992259	16771792
23992400	13992400
23992965	13992965
23992973	13992973
23992975	13992975
23993170	13993170
23994338	13994338
23994637	13994637
23994638	13994638
23994643	13994643
23994644	13994644
23994645	13994645
23994652	13994652
23995190	13995190
23995191	13995191
23995753	13995753
23995758	13995758
23995760	13995760
23995766	13995766
23995768	13995768
23996173	13996173
23996174	13996174
23996175	13996175
23996176	13996176
23996177	13996177
23996293	13996293
23996294	13996294
23996302	13996302
23996304	13996304
23996305	13996305
23996306	13996306
23996307	13996307
23996307	17553269
23996307	17553270
23996307	17553271
23996307	17553272
23996307	17553273
23996308	13996308
23996309	13996309
23996862	13996862
23997428	13997428
23997439	13997439
23997439	14390952
23997439	14400535
23997439	14406194
23997439	14408788
23997439	14409833
23997439	14751884
23997439	14754626
23997439	16295153
23997439	16323954
23997439	16353662
23997439	17680700
23997439	17922850
23997858	13997858
23998236	17241874
23998624	13998624
23999009	13999009
23999583	13999583
23999719	13999719
23999732	13999732
23999926	13999926
24000291	14000291
24000704	14000704
24000837	14000837
24000846	14000846
24001843	14001843
24001853	14001853
24001853	17941457
24002886	14002886
24002988	14002988
24003449	14003449
24003458	14003458
24003542	14003542
24003542	17625756
24004025	14004025
24004025	15880056
24004034	14004034
24004266	14004266
24004271	14004271
24005259	14005259
24005262	14005262
24005423	14005423
24005623	14005623
24005841	14005841
24005965	14005965
24005976	14005976
24005977	14005977
24006514	14006514
24006964	14006964
24007100	14007100
24007687	14007687
24008210	14008210
24008229	14008229
24008230	14008230
24008230	14008231
24008233	14008233
24008771	14008771
24008841	14008841
24008841	14813970
24009308	14009308
24009388	14009388
24009396	14009396
24009870	14009870
24009870	14817475
24009941	14009941
24010503	14010503
24011052	14011052
24011052	17022505
24011052	17574863
24012527	14012527
24013153	14013153
24013154	14013154
24013480	14013480
24013480	14018105
24013480	14032867
24013480	14032877
24013480	17577599
24013480	17577600
24013480	17577601
24013480	17577602
24013678	14013678
24013842	14013842
24013844	14013844
24013844	17042518
24013844	17116837
24013844	17117261
24013913	14013913
24013913	14493286
24013913	14494150
24014400	14014400
24014485	14014485
24014485	17058796
24015046	14015046
24015063	14015063
24015425	14015425
24015575	14015575
24015576	14015576
24015577	14015577
24015579	14015579
24015630	14015630
24016143	14016143
24016751	14016751
24017146	14017146
24017147	14017147
24017154	14017154
24017161	14017161
24017291	14017291
24017293	14017293
24017295	14017295
24017303	14017303
24017304	14017304
24017912	14017912
24017915	14017915
24018314	14018314
24018315	14018315
24018480	14018480
24018881	14018881
24018996	14018996
24019008	14019008
24019014	14019014
24019603	14019603
24020148	14020148
24020572	14020572
24020583	14020583
24020584	14020584
24020702	14020702
24020718	14020718
24021139	14021139
24021160	14021160
24021306	14021306
24021310	14021310
24023015	14023015
24023046	14023046
24023464	14023464
24023584	14023584
24023587	14023587
24023588	14023588
24023591	14023591
24023592	14023592
24023593	14023593
24023606	14023606
24024162	14024162
24024727	14024727
24024734	14024734
24024756	14024756
24025146	14025146
24025717	14025717
24025717	14328004
24025718	14025718
24025729	14025729
24025730	14025730
24025730	17713198
24026423	14026423
24026872	14026872
24027599	14027599
24027990	14027990
24028021	14028021
24028028	14028028
24028151	14028151
24028696	14028696
24028697	14028697
24028698	14028698
24028701	14028701
24029140	14029140
24029141	14029141
24029142	14029142
24029143	14029143
24029144	14029144
24029145	14029145
24029256	14029256
24029263	14029263
24029349	14029349
24029667	14029667
24029840	14029840
24029894	14029894
24029903	14029903
24029915	14029915
24030371	14030371
24030387	14030387
24030387	14030388
24030391	14030391
24030393	14030393
24030394	14030394
24030937	14030937
24031552	14031552
24032155	14032155
24032164	14032164
24032715	14032715
24035943	14035943
24035944	14035944
24038201	14038201
24038536	14038536
24038536	19044526
24038758	14038758
24039562	14039562
24040088	14040088
24040257	14040257
24040849	14040849
24040865	14040865
24041409	14041409
24041991	14041991
24042226	14042226
24042229	14042229
24042230	14042230
24042231	14042231
24042232	14042232
24042233	14042233
24042234	14042234
24042235	14042235
24042238	14042238
24042239	14042239
24042783	14042783
24046208	14046208
24046395	14046395
24046398	14046398
24046784	14046784
24047137	14047137
24047331	14047331
24047332	14047332
24047332	14047341
24047334	14047334
24047337	14047337
24047343	14047343
24047344	14047344
24047345	14047345
24049005	14049005
24049212	14049212
24050165	14050165
24050702	14050702
24050722	14050722
24050723	14050723
24050724	14050724
24050739	14050739
24051148	14051148
24051316	14051316
24051854	14051854
24052015	14052015
24052420	14052420
24052980	14052980
24053015	14053015
24053140	14053140
24053238	14371411
24053238	14374064
24053238	14379869
24053238	14380400
24053238	14380916
24053238	14380920
24053238	14380921
24053238	14386196
24053238	14755062
24053703	14053703
24054680	14054680
24054699	14054699
24054700	14054700
24054701	14054701
24055385	14055385
24055397	14055397
24055970	14055970
24056514	14056514
24057273	14060635
24057273	14087035
24057636	14057636
24058044	14058044
24058369	14058369
24058586	14058586
24058587	14058587
24058588	14058588
24059173	14059173
24059174	14059174
24059402	14059402
24059402	17572667
24060195	14915930
24060202	14060202
24060853	14060853
24061937	14061937
24062229	14062229
24065305	14065305
24066426	14066426
24066462	14066462
24066463	14066463
24066463	14066464
24066465	14066465
24067749	14067749
24068195	14068195
24069469	14069469
24069475	14069475
24069843	14069843
24070747	14070747
24070956	14070956
24070965	14070965
24071112	14071112
24072384	17914099
24072816	14072816
24074331	14074331
24074333	14074333
24074334	14074334
24075165	14075165
24075223	14075223
24076009	14076009
24076013	14076013
24076167	14076167
24076167	14189656
24076167	14197951
24076993	14076993
24077870	14077870
24078125	14078125
24078852	14078852
24078853	14078853
24078861	14078861
24078862	14078862
24079394	14079394
24079673	14079673
24080894	14080894
24081358	14081358
24082364	14082364
24082364	14823037
24082364	15636019
24083014	14083014
24083869	14083869
24083872	14083872
24087517	14087517
24087517	17669827
24088544	14088544
24088544	14089690
24093009	14093009
24093009	14093561
24096441	14096441
24098939	14098939
24099489	14099489
24104402	14104402
24106632	14106632
24108351	14108351
24110422	14110422
24111236	14111236
24111257	14111257
24111819	14111819
24112345	14112345
24112889	14112889
24112891	14112891
24112895	14112895
24112897	14112897
24112899	14112899
24112901	14112901
24114350	14114350
24114350	16128913
24114350	16789948
24114350	17777068
24114619	14114619
24119798	14119798
24125840	14125840
24125857	14125857
24126381	14126381
24129027	14129027
24129709	14129709
24131594	14131594
24131714	14131714
24132657	14132657
24133194	14133194
24133194	14380917
24133194	17509863
24133315	14133315
24133708	14133708
24133712	14133712
24133713	14133713
24133823	14133823
24134255	14134255
24134778	14134778
24134779	14134779
24135317	14135317
24135317	16846418
24135525	14135525
24135822	14135822
24135827	14135827
24135982	14135982
24136374	14136374
24136388	14136388
24136388	14235030
24136898	14136898
24137555	14137555
24138517	14138517
24139667	14139667
24139667	15041619
24140066	14140066
24140068	14140068
24140069	14140069
24140071	14140071
24140587	14140587
24141139	14141139
24141222	14141222
24141234	14141234
24141653	14141653
24141745	14141745
24142127	14142127
24143289	14143289
24143429	14143429
24144937	14144937
24144949	14144949
24145581	14145581
24147668	14147668
24149153	14149153
24149854	14149854
24149854	14964281
24152120	14152120
24152120	15102050
24152120	19225107
24152120	19229028
24152398	14152398
24153870	14153870
24158488	14158488
24160264	14160264
24162904	14162904
24163420	14163420
24164579	14164579
24165178	14165178
24165520	14165520
24165520	14653340
24167459	14167459
24167461	14167461
24167463	14167463
24168537	14168537
24168541	14168541
24168665	14168665
24169620	14169620
24170835	14170835
24171397	14171397
24172741	14172741
24172741	14173264
24173107	14173107
24173111	14173111
24174521	14174521
24174530	14174530
24175429	14175429
24175637	14175637
24175879	14175879
24176174	14176174
24177298	14177298
24177303	14177303
24177863	14177863
24178114	14178114
24181377	14181377
24182435	14182435
24183551	14183551
24184777	14184777
24185330	14185330
24186011	14186011
24187629	14187629
24189544	14189544
24189931	14189931
24190220	14190220
24193067	14193067
24193067	14367716
24193067	14368221
24193067	14368230
24193067	14403633
24193067	14792362
24193067	15318500
24193067	15318516
24193067	15319694
24193067	15319712
24193067	15319713
24193067	15320117
24193067	15320512
24193067	15320524
24193067	16131426
24193067	16131432
24193067	16133513
24193067	16570250
24193067	18209558
24194674	14194674
24195102	14195102
24196193	14196193
24196196	14196196
24197833	14197833
24198368	14198368
24198369	14198369
24198369	18125865
24198371	14198371
24198376	14198376
24198608	14198608
24201199	14201199
24201397	14201397
24201397	14201413
24201397	15279429
24201397	17050989
24201397	17109966
24201397	19383167
24202292	14202292
24203365	14203365
24204462	14204462
24205980	14205980
24206079	14206079
24207200	14207200
24207324	14207324
24207627	14207627
24207627	14355752
24207739	14207739
24208147	14208147
24209801	14209801
24209802	14209802
24209927	14209927
24210337	14210337
24210339	14210339
24210342	14210342
24210343	14210343
24210488	14210488
24210712	14210712
24211041	14211041
24212751	14212751
24212751	14291788
24213713	14213713
24213714	14213714
24213717	14213717
24213718	14213718
24213842	14213842
24214269	14214269
24214269	17379078
24214269	17386911
24214406	14214406
24214964	14214964
24215622	14215622
24215634	14215634
24216066	14216066
24216186	14216186
24217637	14217637
24218755	14218755
24219867	14219867
24219868	14219868
24219868	15319615
24219869	14219869
24221787	14221787
24221793	14221793
24222097	14222097
24222097	15055759
24222097	19273510
24222097	19273661
24222097	19273664
24222925	14222925
24222925	17205894
24225076	14225076
24225781	14225781
24226366	14226366
24226827	14971116
24227262	14227262
24227672	14227672
24227672	17505296
24227672	17576222
24228238	14228238
24229484	14229484
24229514	14229514
24229885	14229885
24229886	14229886
24230001	14230001
24230427	14230427
24231663	14231663
24233367	14233367
24233375	14233375
24234371	14234371
24234704	14234704
24234893	14234893
24234895	14234895
24234895	14361222
24234897	14234897
24234902	14234902
24235019	14235019
24236372	14236372
24236599	14236599
24236857	14236857
24236941	14236941
24236949	14236949
24237164	14237164
24237172	14237172
24237715	14237715
24237718	14237718
24237719	14237719
24237719	14237722
24237719	14335680
24237720	14237720
24237723	14237723
24238981	14238981
24240687	14240687
24241245	14241245
24241245	18017220
24244066	14244066
24244289	14244289
24246869	14246869
24247044	14247044
24248372	14248372
24248488	14248488
24249446	14249446
24250006	14250006
24250551	14250551
24250560	14250560
24251467	14251467
24251658	14251658
24251659	14251659
24251660	14251660
24252364	14252364
24252765	14252765
24252765	14270904
24252765	14285029
24252765	17637172
24252769	14252769
24254055	14254055
24254055	14254058
24254055	18120118
24254062	14254062
24254062	14254066
24254062	17611122
24254127	14254127
24254589	14254589
24254589	14270520
24254624	14254624
24254624	14409600
24254624	14669275
24255185	14255185
24255737	14255737
24255737	14319065
24255902	14255902
24256270	14256270
24256993	14256993
24257178	14257178
24257305	14257305
24257353	14257353
24258798	14258798
24258799	14258799
24258809	14258809
24258919	14258919
24260173	14260173
24260173	14267356
24260455	14260455
24260455	17619869
24260466	14260466
24260475	14260475
24260476	14260476
24261003	14261003
24261005	14261005
24261007	14261007
24261011	14261011
24261258	14261258
24262123	14262123
24263572	14263572
24263781	14263781
24264335	14264335
24265245	14265245
24265446	14265446
24266021	14266021
24266023	14266023
24266023	16051107
24266023	16167887
24266023	16232806
24266023	16321594
24266023	16755785
24266023	18138797
24266024	14266024
24266567	14266567
24266691	14266691
24267102	14267102
24267118	14267118
24268229	14268229
24268231	14268231
24268233	14268233
24269661	14269661
24269835	14269835
24270009	14270009
24271072	14271072
24271072	14935907
24271952	14271952
24271952	18053384
24272494	14272494
24272496	14272496
24272499	14272499
24272596	14272596
24272596	17433172
24272810	14272810
24273096	14273096
24273483	14273483
24273484	14273484
24273485	14273485
24273492	14273492
24273494	14273494
24273802	14273802
24274124	14274124
24274476	14274476
24275298	14275298
24275577	14275577
24275798	14275798
24275993	14275993
24276503	14276503
24277327	14277327
24277337	14277337
24278218	14278218
24278632	14278632
24278634	14278634
24279020	14279020
24279026	14279026
24279028	17713795
24279028	17728831
24279029	14279029
24279359	14279359
24280058	14280058
24280060	14280060
24280171	14280171
24280255	14280255
24280731	14280731
24281042	14281042
24281043	14281043
24281045	14281045
24281223	14281223
24281227	14281227
24281228	14281228
24281229	14281229
24281233	14281233
24281235	14281235
24281364	14281364
24281726	14281726
24283364	14283364
24283537	14283537
24283541	14283541
24284150	14284150
24284362	14284362
24284558	14284558
24284582	14284582
24284889	14284889
24285025	14285025
24285026	14285026
24285034	14285034
24285128	16212138
24285128	17375426
24285128	17841495
24285128	17848434
24285128	17850139
24285985	14285985
24286030	14286030
24287001	14287001
24288533	14288533
24289069	14289069
24289070	14289070
24289203	14289203
24289598	14289598
24290082	14290082
24290083	14290083
24290084	14290084
24290086	14290086
24290090	14290090
24290091	14290091
24290093	14290093
24290643	14290643
24290992	18347876
24291446	14291446
24291726	14291726
24291950	14291950
24293122	14293122
24293124	14293124
24293467	14293467
24293639	14293639
24294641	14294641
24294641	17454267
24294641	17884203
24294652	14294652
24296712	14296712
24296717	14296717
24297776	14297776
24298760	14298760
24298800	14298800
24298903	14298903
24299802	14299802
24299926	14299926
24300324	14300324
24300326	14300326
24300328	14300328
24300483	14300483
24301332	14301332
24301334	14301334
24302824	14302824
24302826	14302826
24303816	14303816
24304329	14304329
24304329	16313947
24305473	14305473
24305693	14305693
24306871	14306871
24306873	14306873
24306875	14306875
24306877	14306877
24307697	14307697
24308361	14308361
24308869	14308869
24309195	14309195
24309208	14309208
24309388	14309388
24310396	14310396
24310879	14310879
24311399	14311399
24311605	14311605
24311605	17625759
24311706	14311706
24312062	14312062
24312216	14312216
24312422	14312422
24313729	14313729
24314908	14314908
24314912	14314912
24315517	14315517
24316916	14316916
24317070	14317070
24317256	14317256
24317888	14317888
24318004	14318004
24319011	14319011
24319224	14319224
24319224	15485403
24319898	14319898
24319899	14319899
24320982	14320982
24321848	14321848
24324444	14324444
24324554	14324554
24324554	16210893
24324764	14324764
24325452	14325452
24325456	14325456
24325951	14325951
24326000	14326000
24326061	14326061
24326480	14326480
24326490	14326490
24326991	14326991
24327520	14327520
24327521	14327521
24327522	14327522
24327615	14327615
24327829	14327829
24327829	16339935
24327829	17720942
24328005	14328005
24328009	14328009
24328011	14328011
24328012	14328012
24328052	14328052
24328104	17853905
24328524	14328524
24328730	14328730
24329045	14329045
24329048	14329048
24329049	14329049
24329053	14329053
24329054	14329054
24329540	14329540
24329541	14329541
24329544	14329544
24329546	14329546
24329548	14329548
24329727	14329727
24330074	14330074
24330596	14330596
24330688	14330688
24331191	14331191
24331766	14331766
24332115	14332115
24332117	14332117
24332118	14332118
24332119	14332119
24333647	14333647
24333993	14333993
24334755	14334755
24335679	14335679
24335682	14335682
24335978	14335978
24336175	14336175
24336683	14336683
24336691	14336691
24338406	14338406
24338740	14338740
24339735	14339735
24340241	14340241
24340245	14340245
24341830	14341830
