0«unknown«Das feldgraue spruchbuch,«[1941]«Edition
1«unknown«Hölle am Panama-kanal, roman.«1943.«Edition
2«unknown«Fiori freschi.«[1944]«Edition
3«unknown«Guerre et crises économiques face au chômage,«1944.«Edition
4«unknown«Il dissidio spirituale della Germania con l'Europa. (Ristampa)«1944.«Edition
5«unknown«Schelmuffsky, wahrhaftige, kurïose und sehr gefährliche reisebeschreibung zu wasser und lande, herausgegeben von Will Vesper.«[c1944]«Edition
6«unknown«L'uomo senza volto, romanzo.«[1941]«Edition
7«unknown«Moltke und das bauerntum.«[1943]«Edition
8«unknown«Wie ermittelt der betrieb das betriebsnotwendige kapital und die verbrauchsbedingte abschreibung?«[1943]«Edition
9«unknown«Die melodie Indiens,«[1943]«Edition
10«unknown«De gemeente in de wereld,«1941.«Edition
11«unknown«Tranzendentaler Gottesbeweis.«1943.«Edition
12«unknown«Over het gebed.«1945.«Edition
13«unknown«Het christelijk leven,«[1940]«Edition
14«unknown«Der göttliche konkurs zum freien willensakt des menschen beim hl. Augustinus.«1943.«Edition
15«unknown«De weg van den mensch, christelijke gedachten uit de werken«[1941]«Edition
16«unknown«Il problema dell'Europa moderna.«1942.«Edition
17«unknown«Giusto de' Menabuoi e l'arte del trecento.«[1944]«Edition
18«unknown«Teekeningen van Vlaamsche meesters.«[1944]«Edition
19«unknown«Georg Ritter von Schönerer, ein Kämpfer für Alldeutschland, mit ausgewählten Zeugnissen aus Schönerers Kampfzeit für deutsche Einheit und deutsche Reinheit,«1943.«Edition
20«unknown«Disegni del Tiepolo.«1942.«Edition
21«unknown«['Pythian odes.', 'De vierde pythische ode van Pindaros, behelzende het oudste verhaal over den tocht der Argonauten,']«1940.«Edition
22«unknown«Liebe bleibt unser gesetz,«[1943]«Edition
23«unknown«Weisshaupt vater und sohn, erzählung,«[1943]«Edition
24«unknown«Wegweiser für den Praktikanten im Maschinen- und Elektromaschinenbau; ein Hilfsbuch für die Werkstattausbildung zum Ingenieur,«1943.«Edition
25«unknown«Lumpi, die geschichte eines Hundeherzens,«[1940]«Edition
26«unknown«Das unbezwingliche gemüt; zeugnisse von tat und innerlichkeit als grüsse von daheim empfangen, im erleben der front erwidert und hier für freunde und kameraden zu einem bündel vereint.«1944.«Edition
27«unknown«Der zauberer und das wunder roman.«[c1944]«Edition
28«unknown«Die sonate von Grieg; roman /«[1944]«Edition
29«unknown«Ein stegreifsommer, roman.«[c1944]«Edition
30«unknown«Sur l'entropie et l'affinité chimique,«1945.«Edition
31«unknown«"Psaume CXXVI, ""proses de captivité."""«[1943]«Edition
32«unknown«Was wäre, wenn...? Amüsante zufälle, seltsame begebenheiten, historische fragezeichen.«[c1942]«Edition
33«unknown«Der blaue diamant, eine erzählung aus Deutsche-Südwest-Africa,«[1943, c1941]«Edition
34«unknown«Der Bärnbrunner krug.«[1943]«Edition
35«unknown«Uit de papieren van mijn overgrootvader,«[1943]«Edition
36«unknown«Das gastmahl der geschicke, eine auswahl aus seinem schaffen.«[1942]«Edition
37«unknown«['Hamlet.', 'La tragédie de Hamlet /']«[1942].«Edition
38«unknown«Land und Meer, eine weltgeschichtliche Betrachtung.«[1942]«Edition
39«unknown«Regina Holderbusch;«[1943]«Edition
40«unknown«Il viandante cherubico.«1942.«Edition
41«unknown«Ein kuli fährt zur hölle, geschichten vom weltkrieg bis zur heutigen zeit.«[1943]«Edition
42«unknown«Das auge der göttin; roman.«[c1940]«Edition
43«unknown«Vie de Fixlein, régent de cinquième.«1943.«Edition
44«unknown«['Toller Einfall.', 'Ein toller Einfall, Operette in 7 Bildern nach Carl Laufs,']«c1940.«Edition
45«unknown«Trank des lebens; gedichte.«[1943]«Edition
46«unknown«L'ordre social.«[1945]«Edition
47«unknown«Vater und Sohn, eine oberfränkische dorfgeschichte.«[1944]«Edition
48«unknown«Leitfaden der politischen Ökonomie ...«1943-44.«Edition
49«unknown«Een hollandsch gezantschap naar China in de zeventiende eeuw (1685-1687)«1946.«Edition
50«unknown«La Victoire de Colmar, 20 janvier-9 février, 1945.«1945.«Edition
51«unknown«Modern Japan, het land der felle contrasten,«1945.«Edition
52«unknown«Herr Fridolin und sein glück; novelle.«[1944]«Edition
53«unknown«Da kann man gar nichts gegen machen ...«1944.«Edition
54«unknown«Gedichten,«[1945]«Edition
55«unknown«Zwiegesang seliger geister,«[1944]«Edition
56«unknown«Les dames de la halle, 1181-1939.«[1946]«Edition
57«unknown«I campi della morte; romanzo.«[1945]«Edition
58«unknown«La Chine de Chiang Kaï Chek.«[c1946]«Edition
59«unknown«Wetterleuchten am Rhein, erzählung aus den revolutionsjahren 1792-1794.«[1943]«Edition
60«unknown«De overblijfselen der romeinsche villa's in België ...«1940-«Edition
61«unknown«La cour de Louis XIV ...«[1946]«Edition
62«unknown«Flucht durch die tundra, ein tatsachenbericht aus der Sowjetunion.«1942.«Edition
63«unknown«L'attualità di Marx, saggi con appendici.«[1943]«Edition
64«unknown«Heer und Staat in der deutschen Geschichte,«1943.«Edition
65«unknown«Voorzienigheid, leven en lijden,«[1944]«Edition
66«unknown«Bestie ich in Mexiko : wahre erlebnisse.«[194-]«Edition
67«unknown«Zeittafel zur deutschen Kolonialgeschichte,«1941.«Edition
68«unknown«Der Unsterblichkeits-Konzern, ein Zeitbild.«[1943]«Edition
69«unknown«La vérité sur l'armistice; ephéméride de ce qui s'est réellement passé au moment du désastre.«1945.«Edition
70«unknown«Mon journal depuis la libération /«1945.«Edition
71«unknown«Au nom des silencieux.«[1945]«Edition
72«unknown«Rembrandt.«[1946]«Edition
73«unknown«Cassiodorus Senator en zijn Variae; de hoveling, de diplomatieke oorkonden der Variae, de rhetor,«1945.«Edition
74«unknown«La chiesa e il comunismo,«1945.«Edition
75«unknown«Jean Jaurès. Conférence donnée le 16 février 1933 au Théâtre des ambassadeurs.«1944.«Edition
76«unknown«Manuale di filosofia bolscevica.«[1946]«Edition
77«unknown«La science de l'hypnotisme ...«1944-«Edition
78«unknown«Boccace et Naples,«1944.«Edition
79«unknown«Groningen in vuur en puin.«1945.«Edition
80«unknown«140.443 B vertelt over Buchenwald.«[1945]«Edition
81«unknown«Un évêque français sous l'occupation,«[1945]«Edition
82«unknown«L'Évangile de Judas (apocryphe)«[1945]«Edition
83«unknown«Waffenstillstandsparade, novelle,«[1942]«Edition
84«unknown«Grammaire de la langue russe /«1945.«Edition
85«unknown«Schloss Mumpelsieh; roman.«[1943]«Edition
86«unknown«Rit door Azië.«[1943]«Edition
87«unknown«Weisse Pelerinen.«[c1943]«Edition
88«unknown«Kameraden; chromik einer jugend.«[1943]«Edition
89«unknown«La course au ruban bleu, cent ans de lutte dans l'Atlantique 1838-1939.«1945.«Edition
90«unknown«De blijde boodschap, een levensweg naar het geluk,«[1944]«Edition
91«unknown«Ma genèse.«1942.«Edition
92«unknown«Le débat de ratification du traité de Versailles à la Chambre des députés et dans la presse en 1919.«[1945]«Edition
93«unknown«Salaires et pouvoir d'achat des ouvriers et des fonctionnaires entre les deux guerres,«[1940]«Edition
94«unknown«Petite grammaire de l'ancien français /«c1941, 1963 printing.«Edition
95«unknown«De Belastingwet op de uitzonderlijke winsten,«1942.«Edition
96«unknown«Harkort, Bahnbrecher der Industrie /«[194-?]«Edition
97«unknown«Sens chrétien de l'homme.«1945.«Edition
98«unknown«Der eucharistische und der mystische leib Christi in ihren beziehungen zueinander, nach der lehre der frühscholastik.«1941.«Edition
99«unknown«La tua battaglia.«194-]«Edition
