10000001	1
10000002	2
10000003	3
10000004	4
10000005	5
10000007	7
10000008	0
10000009	7
10000011	11
10000012	12
10000014	6
10000017	17
10000018	18
10000019	19
10000022	22
10000023	23
10000024	7
10000026	26
10000027	27
10000028	28
10000029	29
10000030	30
10000031	3
10000034	34
10000035	35
10000039	39
10000041	5
10000043	3
10000045	5
10000046	3
10000047	47
10000048	48
10000050	3
10000051	51
10000052	23
10000053	7
10000054	54
10000055	55
10000057	16
10000059	59
10000063	63
10000064	0
10000065	18
10000068	68
10000069	3
10000070	3
10000071	3
10000073	73
10000074	16
10000075	3
10000077	3
10000078	3
10000079	79
10000080	80
10000081	3
10000082	3
10000084	3
10000085	7
10000086	86
10000087	7
10000088	29
10000089	3
10000090	18
10000092	3
10000097	3
10000100	3
10000104	86
10000105	105
10000107	3
10000108	108
10000109	3
10000110	3
10000111	13
10000114	6
10000115	23
10000116	18
10000117	1
10000118	23
10000123	7
10000127	127
10000131	5
10000133	133
10000136	13
10000139	54
10000142	142
10000143	108
10000144	0
10000145	39
10000146	23
10000148	3
10000149	23
10000150	150
10000154	13
10000156	3
10000157	3
10000159	3
10000160	160
10000161	3
10000162	162
10000163	10
10000164	164
10000166	3
10000168	3
10000169	6
10000170	23
10000171	160
10000172	172
10000173	3
10000175	3
10000176	3
10000178	23
10000179	7
10000180	23
10000182	10
10000183	3
10000184	29
10000185	23
10000188	3
10000189	17
10000190	17
10000192	3
10000193	7
10000194	3
10000195	16
10000196	49
10000197	6
10000198	198
10000199	63
10000202	16
10000203	108
10000204	3
10000205	3
10000206	13
10000207	16
10000208	208
10000209	6
10000210	16
10000211	211
10000212	17
10000213	3
10000214	23
10000215	27
10000216	216
10000217	39
10000218	6
10000219	198
10000222	222
10000224	23
10000225	13
10000226	16
10000227	3
10000228	3
10000229	27
10000230	13
10000232	3
10000233	6
10000234	234
10000237	23
10000238	6
10000239	239
10000241	16
10000242	35
10000243	243
10000248	164
10000251	3
10000252	252
10000253	23
10000254	6
10000255	7
10000256	23
10000257	16
10000258	3
10000263	3
10000264	264
10000270	270
10000272	162
10000275	275
10000277	23
10000278	7
10000279	16
10000282	282
10000283	35
10000284	3
10000285	285
10000290	13
10000293	293
10000294	15
10000297	7
10000301	1
10000302	7
10000303	12
10000305	305
10000306	306
10000308	68
10000311	35
10000313	80
10000317	17
10000318	23
10000320	23
10000324	7
10000325	49
10000327	327
10000328	7
10000331	16
10000337	16
10000341	7
10000342	293
10000343	17
10000344	344
10000347	129
10000348	348
10000349	6
10000350	350
10000351	18
10000352	16
10000353	17
10000354	35
10000355	2
10000356	6
10000357	3
10000358	358
10000360	3
10000361	3
10000363	23
10000364	6
10000365	3
10000366	3
10000367	164
10000368	3
10000369	3
10000371	371
10000372	293
10000373	293
10000374	18
10000375	6
10000376	3
10000377	3
10000378	378
10000379	18
10000380	2
10000381	13
10000382	3
10000384	13
10000385	7
10000386	35
10000387	5
10000388	3
10000392	16
10000393	3
10000395	3
10000396	16
10000397	95
10000398	18
10000399	399
10000400	3
10000401	7
10000403	13
10000404	18
10000405	3
10000406	3
10000407	216
10000409	3
10000413	2
10000414	3
10000415	6
10000416	3
10000417	186
10000418	418
10000419	419
10000420	420
10000421	16
10000422	371
10000423	80
10000424	2
10000426	3
10000427	16
10000428	3
10000429	6
10000430	3
10000431	3
10000432	2
10000433	18
10000434	7
10000435	327
10000438	6
10000440	264
10000443	5
10000444	7
10000445	11
10000446	16
10000447	29
10000449	243
10000451	6
10000452	270
10000453	3
10000454	454
10000456	186
10000457	186
10000458	186
10000459	186
10000460	47
10000461	6
10000462	3
10000463	35
10000464	270
10000465	465
10000466	3
10000468	7
10000471	7
10000472	23
10000473	17
10000477	477
10000479	23
10000480	5
10000482	23
10000483	483
10000487	23
10000488	7
10000489	489
10000490	5
10000493	16
10000494	63
10000495	23
10000496	3
10000498	498
10000499	499
10000500	13
10000501	3
10000502	6
10000505	129
10000506	3
10000508	3
10000512	7
10000513	513
10000514	6
10000515	515
10000516	335
10000517	222
10000519	7
10000521	18
10000523	3
10000528	63
10000529	529
10000530	530
10000531	23
10000533	533
10000534	533
10000536	186
10000538	5
10000539	539
10000540	35
10000544	13
10000545	23
10000546	1
10000547	7
10000548	47
10000549	270
10000553	35
10000554	3
10000556	3
10000557	3
10000560	23
10000561	34
10000562	23
10000564	95
10000565	3
10000566	13
10000568	3
10000570	293
10000573	12
10000574	574
10000575	2
10000578	3
10000579	2
10000580	3
10000581	164
10000582	243
10000583	222
10000584	584
10000585	160
10000586	160
10000587	13
10000591	591
10000596	23
10000603	3
10000604	604
10000605	3
10000606	16
10000607	6
10000608	2
10000609	609
10000610	103
10000615	615
10000616	12
10000619	3
10000622	35
10000623	623
10000625	7
10000626	7
10000631	18
10000633	18
10000635	5
10000636	191
10000640	17
10000642	642
10000643	16
10000644	3
10000647	7
10000648	16
10000649	0
10000651	2
10000652	327
10000654	654
10000656	134
10000657	332
10000659	2
10000661	3
10000663	6
10000670	670
10000671	48
10000674	7
10000675	675
10000677	39
10000678	2
10000681	5
10000683	7
10000684	7
10000685	35
10000686	6
10000687	687
10000689	266
10000690	18
10000693	3
10000694	3
10000695	108
10000700	12
10000701	222
10000702	18
10000703	703
10000705	13
10000706	371
10000709	7
10000710	243
10000712	6
10000713	108
10000714	418
10000715	3
10000716	35
10000717	717
10000719	6
10000720	3
10000721	7
10000722	16
10000723	16
10000726	35
10000727	6
10000728	728
10000729	729
10000730	216
10000737	3
10000739	3
10000740	3
10000743	717
10000745	745
10000746	17
10000747	2
10000751	3
10000753	3
10000755	418
10000758	609
10000759	18
10000761	243
10000764	243
10000766	108
10000767	7
10000768	7
10000770	29
10000773	3
10000774	23
10000775	7
10000776	17
10000779	1
10000780	3
10000781	39
10000782	186
10000783	783
10000787	3
10000789	63
10000791	3
10000792	6
10000793	2
10000794	243
10000795	6
10000796	2
10000797	63
10000800	3
10000802	6
10000803	3
10000806	13
10000807	13
10000808	3
10000814	799
10000815	3
10000818	3
10000823	18
10000825	825
10000827	47
10000831	23
10000832	12
10000833	3
10000834	834
10000836	7
10000838	454
10000839	13
10000841	6
10000842	842
10000843	843
10000844	16
10000845	2
10000847	23
10000848	39
10000849	7
10000850	7
10000852	7
10000853	3
10000854	3
10000856	108
10000858	858
10000859	243
10000860	35
10000861	6
10000863	3
10000869	3
10000870	3
10000873	16
10000876	164
10000878	3
10000880	6
10000886	3
10000888	243
10000889	3
10000890	3
10000891	6
10000892	3
10000893	2
10000894	3
10000897	3
10000898	3
10000901	901
10000903	270
10000904	243
10000905	17
10000906	49
10000907	3
10000908	3
10000909	3
10000910	3
10000912	16
10000913	483
10000914	3
10000915	3
10000916	3
10000917	3
10000918	3
10000919	3
10000922	922
10000925	7
10000928	95
10000929	23
10000931	23
10000932	604
10000936	23
10000937	23
10000939	3
10000941	216
10000945	3
10000947	947
10000952	7
10000955	243
10000959	126
10000965	243
10000970	23
10000977	3
10000979	6
10000983	108
10000984	3
10000987	7
10000991	6
10000992	23
10000994	994
10000995	0
10000998	3
10000999	999
10001001	7
10001003	5
10001006	2
10001007	6
10001008	6
10001009	1009
10001010	108
10001012	16
10001013	3
10001014	1014
10001015	27
10001018	108
10001019	243
10001021	2
10001022	7
10001023	7
10001025	17
10001026	23
10001027	17
10001029	16
10001030	1030
10001031	29
10001032	34
10001033	0
10001034	6
10001035	350
10001036	243
10001037	6
10001038	3
10001039	3
10001041	1041
10001042	3
10001043	16
10001044	6
10001045	16
10001046	6
10001047	7
10001048	7
10001050	28
10001053	16
10001054	799
10001056	6
10001057	39
10001061	3
10001064	4
10001069	1069
10001070	3
10001075	7
10001076	243
10001077	1077
10001079	327
10001081	327
10001082	327
10001083	16
10001084	1084
10001088	35
10001089	34
10001090	7
10001091	5
10001092	34
10001095	0
10001096	129
10001097	7
10001098	7
10001101	3
10001102	79
10001104	3
10001105	16
10001106	243
10001108	3
10001109	498
10001110	1110
10001112	2
10001113	2
10001114	3
10001115	6
10001116	513
10001117	3
10001118	6
10001119	7
10001122	3
10001123	3
10001124	3
10001125	6
10001127	13
10001128	3
10001129	68
10001132	3
10001133	1133
10001134	16
10001136	3
10001138	1138
10001139	243
10001141	3
10001143	16
10001146	1146
10001148	1148
10001150	23
10001151	1151
10001155	1155
10001160	17
10001161	3
10001162	16
10001163	1163
10001164	23
10001165	39
10001167	3
10001169	23
10001170	39
10001171	2
10001172	2
10001174	13
10001176	47
10001177	49
10001180	13
10001183	16
10001184	34
10001185	3
10001186	23
10001188	3
10001189	18
10001190	18
10001192	3
10001193	591
10001194	243
10001195	6
10001196	3
10001197	3
